,sid,scode,click,unclick,buy,sell,first_exposed_time,last_interaction_time,p_berr,price,change,changepct,volume,color,name,exp_type,user_id,exp_seq
701,15,MA,0,2,0,0,0,-1,0.05703941086365829,349.92,5.4,1.57,3405910,#E24A4A,Mastercard Inc,Ranked Full Features,1,2
702,16,ADBE,0,2,0,0,0,-1,0.021955090958605032,654.45,21.88,3.46,2872975,#E24A4A,Adobe Inc,Ranked Full Features,1,2
703,3,AMZN,0,2,0,0,0,-1,0.015680473880474017,3444.24,-39.18,-1.12,3034488,#3485FF,"Amazon.com, Inc.",Ranked Full Features,1,2
704,4,LCID,0,2,0,0,0,-1,0.01409927856914651,37.66,1.14,3.12,91795824,#E24A4A,Lucid Group Inc,Ranked Full Features,1,2
705,12,WMT,0,2,0,0,0,-1,0.005534520630999818,141.03,2.53,1.83,12858541,#E24A4A,Walmart Inc,Ranked Full Features,1,2
706,112,ABNB,0,2,0,0,1,-1,0.7691156201837944,180.42,-1.04,-0.57,3980441,#3485FF,Airbnb Inc,Ranked Full Features,1,3
707,1,MSFT,1,2,1,0,0,1,0.548160492913365,342.54,9.44,2.83,38095694,#E24A4A,Microsoft Corporation,Ranked Full Features,1,3
708,9,HD,1,2,1,0,0,0,0.5209661620504973,415.4,4.06,0.99,2625183,#E24A4A,Home Depot Inc,Ranked Full Features,1,3
709,0,AAPL,2,1,1,1,0,1,0.4775073724571503,179.45,4.89,2.8,115402731,#E24A4A,Apple Inc,Ranked Full Features,1,3
710,15,MA,0,3,0,0,0,-1,0.3968504050879552,349.92,5.4,1.57,3405910,#E24A4A,Mastercard Inc,Ranked Full Features,1,3
711,13,BAC,1,2,1,0,0,0,0.3817685306474585,44.52,0.03,0.07,37700187,#E24A4A,Bank of America Corp,Ranked Full Features,1,3
712,106,U,0,0,0,0,3,-1,0.3759388307505008,139.47,-0.53,-0.38,3691212,#3485FF,Unity Software Inc,Ranked Full Features,1,3
713,14,PG,1,2,1,0,0,2,0.3464228440214172,155.46,2.14,1.4,7172321,#E24A4A,Procter & Gamble Co,Ranked Full Features,1,3
714,6,XOM,1,2,1,0,0,1,0.3461791594402165,63.01,0.4,0.64,17942383,#E24A4A,Exxon Mobil Corp,Ranked Full Features,1,3
715,10,JNJ,1,2,1,0,0,2,0.2711764417052917,165.49,-0.41,-0.25,6572247,#3485FF,Johnson & Johnson,Ranked Full Features,1,3
716,116,TSM,0,1,0,0,2,-1,0.26687650811036395,119.13,-0.37,-0.31,5973913,#3485FF,Taiwan Semiconductor Mfg. Co. Ltd.,Ranked Full Features,1,3
717,19,NKE,0,3,0,0,0,-1,0.25537662101242503,169.06,0.96,0.57,4791125,#E24A4A,Nike Inc,Ranked Full Features,1,3
718,17,NFLX,1,2,0,0,0,1,0.2326128602441763,611.66,0.66,0.11,2748774,#E24A4A,Netflix Inc,Ranked Full Features,1,3
719,5,NVDA,0,3,0,0,0,-1,0.23221295864312896,301.98,-2.92,-0.96,48882509,#3485FF,NVIDIA Corporation,Ranked Full Features,1,3
720,103,RBLX,0,0,0,0,3,-1,0.18486583358200312,115.89,-0.41,-0.35,11778202,#3485FF,Roblox Corp,Ranked Full Features,1,3
721,11,IONQ,1,2,1,0,0,2,0.1741632261956469,18.57,-0.04,-0.21,3626935,#3485FF,IONQ Inc,Ranked Full Features,1,3
722,104,DIS,0,1,0,0,2,-1,0.1716628353699758,152.71,-0.23,-0.15,10247891,#3485FF,Walt Disney Co,Ranked Full Features,1,3
723,12,WMT,0,3,0,0,0,-1,0.0895784766541378,141.03,2.53,1.83,12858541,#E24A4A,Walmart Inc,Ranked Full Features,1,3
724,16,ADBE,0,3,0,0,0,-1,0.08191201083077422,654.45,21.88,3.46,2872975,#E24A4A,Adobe Inc,Ranked Full Features,1,3
725,8,V,0,3,0,0,0,-1,0.07451396948968357,213.4,2.01,0.95,8882718,#E24A4A,Visa Inc,Ranked Full Features,1,3
726,18,PFE,0,3,0,0,0,-1,0.04985106455305216,52.78,0.7,1.34,26079361,#E24A4A,Pfizer Inc.,Ranked Full Features,1,3
727,4,LCID,0,3,0,0,0,-1,0.029540785677233145,37.66,1.14,3.12,91795824,#E24A4A,Lucid Group Inc,Ranked Full Features,1,3
728,2,GOOG,0,3,0,0,0,-1,0.016784033546103336,2973.5,11.38,0.38,1081923,#E24A4A,Alphabet Inc Class C,Ranked Full Features,1,3
729,7,JPM,0,3,0,0,0,-1,0.0159780336096274,159.82,-0.64,-0.4,10405374,#3485FF,JPMorgan Chase & Co.,Ranked Full Features,1,3
730,3,AMZN,0,3,0,0,0,-1,0.011483733524057736,3444.24,-39.18,-1.12,3034488,#3485FF,"Amazon.com, Inc.",Ranked Full Features,1,3
731,100,FB,0,2,0,0,1,-1,0.0026187425522523665,329.75,-0.07,-0.02,14527969,#3485FF,Meta Platforms Inc,Ranked Full Features,1,3
732,118,SBUX,0,0,0,0,4,-1,0.9483462677171596,116.73,1.38,1.2,6110960,#E24A4A,Starbucks Corporation,Ranked Full Features,1,4
733,117,MRNA,0,0,0,0,4,-1,0.7021051570753307,257.06,-15.15,-5.57,17506624,#3485FF,Moderna Inc,Ranked Full Features,1,4
734,103,RBLX,0,1,0,0,3,-1,0.6293779502846966,115.89,-0.41,-0.35,11778202,#3485FF,Roblox Corp,Ranked Full Features,1,4
735,14,PG,2,2,2,0,0,3,0.5230293105728797,155.46,2.14,1.4,7172321,#E24A4A,Procter & Gamble Co,Ranked Full Features,1,4
736,10,JNJ,1,3,1,0,0,2,0.3836727976506851,165.49,-0.41,-0.25,6572247,#3485FF,Johnson & Johnson,Ranked Full Features,1,4
737,104,DIS,0,2,0,0,2,-1,0.3106240715910252,152.71,-0.23,-0.15,10247891,#3485FF,Walt Disney Co,Ranked Full Features,1,4
738,100,FB,0,3,0,0,1,-1,0.2932479234128911,329.75,-0.07,-0.02,14527969,#3485FF,Meta Platforms Inc,Ranked Full Features,1,4
739,0,AAPL,2,2,1,1,0,1,0.2636322416561482,179.45,4.89,2.8,115402731,#E24A4A,Apple Inc,Ranked Full Features,1,4
740,11,IONQ,2,2,2,0,0,3,0.2458231737620569,18.57,-0.04,-0.21,3626935,#3485FF,IONQ Inc,Ranked Full Features,1,4
741,6,XOM,1,3,1,0,0,1,0.24432522691043795,63.01,0.4,0.64,17942383,#E24A4A,Exxon Mobil Corp,Ranked Full Features,1,4
742,1,MSFT,1,3,1,0,0,1,0.24289781965702345,342.54,9.44,2.83,38095694,#E24A4A,Microsoft Corporation,Ranked Full Features,1,4
743,13,BAC,1,3,1,0,0,0,0.2351975754442371,44.52,0.03,0.07,37700187,#E24A4A,Bank of America Corp,Ranked Full Features,1,4
744,17,NFLX,1,3,0,0,0,1,0.2103913081721134,611.66,0.66,0.11,2748774,#E24A4A,Netflix Inc,Ranked Full Features,1,4
745,5,NVDA,0,4,0,0,0,-1,0.20739962389261685,301.98,-2.92,-0.96,48882509,#3485FF,NVIDIA Corporation,Ranked Full Features,1,4
746,19,NKE,0,4,0,0,0,-1,0.1976339992108224,169.06,0.96,0.57,4791125,#E24A4A,Nike Inc,Ranked Full Features,1,4
747,106,U,0,1,0,0,3,-1,0.16046911053697724,139.47,-0.53,-0.38,3691212,#3485FF,Unity Software Inc,Ranked Full Features,1,4
748,116,TSM,0,2,0,0,2,-1,0.14252617390957348,119.13,-0.37,-0.31,5973913,#3485FF,Taiwan Semiconductor Mfg. Co. Ltd.,Ranked Full Features,1,4
749,3,AMZN,0,4,0,0,0,-1,0.1169929917499918,3444.24,-39.18,-1.12,3034488,#3485FF,"Amazon.com, Inc.",Ranked Full Features,1,4
750,9,HD,1,3,1,0,0,0,0.11524215903151518,415.4,4.06,0.99,2625183,#E24A4A,Home Depot Inc,Ranked Full Features,1,4
751,7,JPM,0,4,0,0,0,-1,0.10761634844319902,159.82,-0.64,-0.4,10405374,#3485FF,JPMorgan Chase & Co.,Ranked Full Features,1,4
752,12,WMT,0,4,0,0,0,-1,0.1021767624760445,141.03,2.53,1.83,12858541,#E24A4A,Walmart Inc,Ranked Full Features,1,4
753,15,MA,0,4,0,0,0,-1,0.06189917362965883,349.92,5.4,1.57,3405910,#E24A4A,Mastercard Inc,Ranked Full Features,1,4
754,16,ADBE,0,4,0,0,0,-1,0.0571973809771585,654.45,21.88,3.46,2872975,#E24A4A,Adobe Inc,Ranked Full Features,1,4
755,4,LCID,0,4,0,0,0,-1,0.038119526395059784,37.66,1.14,3.12,91795824,#E24A4A,Lucid Group Inc,Ranked Full Features,1,4
756,8,V,0,4,0,0,0,-1,0.0343860968106614,213.4,2.01,0.95,8882718,#E24A4A,Visa Inc,Ranked Full Features,1,4
757,18,PFE,0,4,0,0,0,-1,0.02580137076606968,52.78,0.7,1.34,26079361,#E24A4A,Pfizer Inc.,Ranked Full Features,1,4
758,112,ABNB,0,3,0,0,1,-1,0.017534150644073047,180.42,-1.04,-0.57,3980441,#3485FF,Airbnb Inc,Ranked Full Features,1,4
759,2,GOOG,0,4,0,0,0,-1,0.004030545481225614,2973.5,11.38,0.38,1081923,#E24A4A,Alphabet Inc Class C,Ranked Full Features,1,4
760,113,AMD,0,0,0,0,5,-1,0.816335521673124,138.55,0.45,0.33,42224275,#E24A4A,"Advanced Micro Devices, Inc.",Ranked Full Features,1,5
761,9,HD,1,4,1,0,0,0,0.5057963789899195,415.4,4.06,0.99,2625183,#E24A4A,Home Depot Inc,Ranked Full Features,1,5
762,0,AAPL,3,2,1,2,0,4,0.4773181190047785,179.45,4.89,2.8,115402731,#E24A4A,Apple Inc,Ranked Full Features,1,5
763,13,BAC,2,3,2,0,0,4,0.4689325888501531,44.52,0.03,0.07,37700187,#E24A4A,Bank of America Corp,Ranked Full Features,1,5
764,17,NFLX,1,4,0,0,0,1,0.39870822331870864,611.66,0.66,0.11,2748774,#E24A4A,Netflix Inc,Ranked Full Features,1,5
765,117,MRNA,0,1,0,0,4,-1,0.3750534119246468,257.06,-15.15,-5.57,17506624,#3485FF,Moderna Inc,Ranked Full Features,1,5
766,1,MSFT,1,4,1,0,0,1,0.3185019841494748,342.54,9.44,2.83,38095694,#E24A4A,Microsoft Corporation,Ranked Full Features,1,5
767,11,IONQ,2,3,2,0,0,3,0.3093630536598749,18.57,-0.04,-0.21,3626935,#3485FF,IONQ Inc,Ranked Full Features,1,5
768,10,JNJ,1,4,1,0,0,2,0.23671407017149965,165.49,-0.41,-0.25,6572247,#3485FF,Johnson & Johnson,Ranked Full Features,1,5
769,114,BABA,0,0,0,0,5,-1,0.2180085343739578,125.06,1.15,0.93,15008280,#E24A4A,Alibaba Group Holding Ltd - ADR,Ranked Full Features,1,5
770,6,XOM,1,4,1,0,0,1,0.20587159496799948,63.01,0.4,0.64,17942383,#E24A4A,Exxon Mobil Corp,Ranked Full Features,1,5
771,16,ADBE,0,5,0,0,0,-1,0.19663851675694916,654.45,21.88,3.46,2872975,#E24A4A,Adobe Inc,Ranked Full Features,1,5
772,14,PG,2,3,2,0,0,3,0.16568867974479076,155.46,2.14,1.4,7172321,#E24A4A,Procter & Gamble Co,Ranked Full Features,1,5
773,3,AMZN,0,5,0,0,0,-1,0.1592556683795543,3444.24,-39.18,-1.12,3034488,#3485FF,"Amazon.com, Inc.",Ranked Full Features,1,5
774,116,TSM,0,3,0,0,2,-1,0.14476119228556272,119.13,-0.37,-0.31,5973913,#3485FF,Taiwan Semiconductor Mfg. Co. Ltd.,Ranked Full Features,1,5
775,118,SBUX,0,1,0,0,4,-1,0.13609212324697909,116.73,1.38,1.2,6110960,#E24A4A,Starbucks Corporation,Ranked Full Features,1,5
776,15,MA,0,5,0,0,0,-1,0.10818853336011698,349.92,5.4,1.57,3405910,#E24A4A,Mastercard Inc,Ranked Full Features,1,5
777,8,V,1,4,1,0,0,4,0.10027712847321256,213.4,2.01,0.95,8882718,#E24A4A,Visa Inc,Ranked Full Features,1,5
778,103,RBLX,0,2,0,0,3,-1,0.07998793609789631,115.89,-0.41,-0.35,11778202,#3485FF,Roblox Corp,Ranked Full Features,1,5
779,100,FB,0,4,0,0,1,-1,0.07996575576716604,329.75,-0.07,-0.02,14527969,#3485FF,Meta Platforms Inc,Ranked Full Features,1,5
780,104,DIS,0,3,0,0,2,-1,0.06438400914734023,152.71,-0.23,-0.15,10247891,#3485FF,Walt Disney Co,Ranked Full Features,1,5
781,5,NVDA,0,5,0,0,0,-1,0.0460300111119366,301.98,-2.92,-0.96,48882509,#3485FF,NVIDIA Corporation,Ranked Full Features,1,5
782,12,WMT,0,5,0,0,0,-1,0.02314180234889913,141.03,2.53,1.83,12858541,#E24A4A,Walmart Inc,Ranked Full Features,1,5
783,112,ABNB,0,4,0,0,1,-1,0.02261134707429342,180.42,-1.04,-0.57,3980441,#3485FF,Airbnb Inc,Ranked Full Features,1,5
784,2,GOOG,0,5,0,0,0,-1,0.02062819454007529,2973.5,11.38,0.38,1081923,#E24A4A,Alphabet Inc Class C,Ranked Full Features,1,5
785,4,LCID,0,5,0,0,0,-1,0.018082802141261425,37.66,1.14,3.12,91795824,#E24A4A,Lucid Group Inc,Ranked Full Features,1,5
786,7,JPM,0,5,0,0,0,-1,0.01277318059750444,159.82,-0.64,-0.4,10405374,#3485FF,JPMorgan Chase & Co.,Ranked Full Features,1,5
787,106,U,0,2,0,0,3,-1,0.01240491755564826,139.47,-0.53,-0.38,3691212,#3485FF,Unity Software Inc,Ranked Full Features,1,5
788,19,NKE,0,5,0,0,0,-1,0.011677154030925944,169.06,0.96,0.57,4791125,#E24A4A,Nike Inc,Ranked Full Features,1,5
789,18,PFE,0,5,0,0,0,-1,0.003472472201498383,52.78,0.7,1.34,26079361,#E24A4A,Pfizer Inc.,Ranked Full Features,1,5
790,3,AMZN,1,0,2,0,0,0,0.7879042960341289,3444.24,-39.18,-1.12,3034488,#3485FF,"Amazon.com, Inc.",Ranked Full Features,2,1
791,0,AAPL,0,1,0,0,0,-1,0.6432689791524698,179.45,4.89,2.8,115402731,#E24A4A,Apple Inc,Ranked Full Features,2,1
792,116,TSM,0,0,0,0,1,-1,0.6052806693104139,119.13,-0.37,-0.31,5973913,#3485FF,Taiwan Semiconductor Mfg. Co. Ltd.,Ranked Full Features,2,1
793,9,HD,0,1,0,0,0,-1,0.4767165531279252,415.4,4.06,0.99,2625183,#E24A4A,Home Depot Inc,Ranked Full Features,2,1
794,12,WMT,0,1,0,0,0,-1,0.4630246742521189,141.03,2.53,1.83,12858541,#E24A4A,Walmart Inc,Ranked Full Features,2,1
795,4,LCID,0,1,0,0,0,-1,0.4139921088769317,37.66,1.14,3.12,91795824,#E24A4A,Lucid Group Inc,Ranked Full Features,2,1
796,17,NFLX,0,1,0,0,0,-1,0.4044987161894734,611.66,0.66,0.11,2748774,#E24A4A,Netflix Inc,Ranked Full Features,2,1
797,2,GOOG,0,1,0,0,0,-1,0.38730294125751613,2973.5,11.38,0.38,1081923,#E24A4A,Alphabet Inc Class C,Ranked Full Features,2,1
798,15,MA,0,1,0,0,0,-1,0.3677127773220612,349.92,5.4,1.57,3405910,#E24A4A,Mastercard Inc,Ranked Full Features,2,1
799,6,XOM,0,1,0,0,0,-1,0.3592722861239372,63.01,0.4,0.64,17942383,#E24A4A,Exxon Mobil Corp,Ranked Full Features,2,1
800,14,PG,0,1,0,0,0,-1,0.32601158141419306,155.46,2.14,1.4,7172321,#E24A4A,Procter & Gamble Co,Ranked Full Features,2,1
801,10,JNJ,0,1,0,0,0,-1,0.31785795214487456,165.49,-0.41,-0.25,6572247,#3485FF,Johnson & Johnson,Ranked Full Features,2,1
802,18,PFE,0,1,0,0,0,-1,0.3030947807032958,52.78,0.7,1.34,26079361,#E24A4A,Pfizer Inc.,Ranked Full Features,2,1
803,7,JPM,0,1,0,0,0,-1,0.2584339293974079,159.82,-0.64,-0.4,10405374,#3485FF,JPMorgan Chase & Co.,Ranked Full Features,2,1
804,8,V,0,1,0,0,0,-1,0.2312681663253921,213.4,2.01,0.95,8882718,#E24A4A,Visa Inc,Ranked Full Features,2,1
805,19,NKE,0,1,0,0,0,-1,0.1760199549045087,169.06,0.96,0.57,4791125,#E24A4A,Nike Inc,Ranked Full Features,2,1
806,16,ADBE,0,1,0,0,0,-1,0.1661553436505526,654.45,21.88,3.46,2872975,#E24A4A,Adobe Inc,Ranked Full Features,2,1
807,5,NVDA,0,1,0,0,0,-1,0.1320987581042054,301.98,-2.92,-0.96,48882509,#3485FF,NVIDIA Corporation,Ranked Full Features,2,1
808,118,SBUX,0,0,0,0,1,-1,0.1161585938307585,116.73,1.38,1.2,6110960,#E24A4A,Starbucks Corporation,Ranked Full Features,2,1
809,1,MSFT,0,1,0,0,0,-1,0.10095345512212647,342.54,9.44,2.83,38095694,#E24A4A,Microsoft Corporation,Ranked Full Features,2,1
810,13,BAC,0,1,0,0,0,-1,0.0704318196257802,44.52,0.03,0.07,37700187,#E24A4A,Bank of America Corp,Ranked Full Features,2,1
811,11,IONQ,0,1,0,0,0,-1,0.004796574572702378,18.57,-0.04,-0.21,3626935,#3485FF,IONQ Inc,Ranked Full Features,2,1
812,6,XOM,1,1,0,0,0,1,0.5748446055206798,63.01,0.4,0.64,17942383,#E24A4A,Exxon Mobil Corp,Ranked Full Features,2,2
813,7,JPM,1,1,0,0,0,1,0.5575416575830886,159.82,-0.64,-0.4,10405374,#3485FF,JPMorgan Chase & Co.,Ranked Full Features,2,2
814,8,V,1,1,1,0,0,1,0.4960745462235462,213.4,2.01,0.95,8882718,#E24A4A,Visa Inc,Ranked Full Features,2,2
815,2,GOOG,1,1,1,0,0,1,0.44025578081927136,2973.5,11.38,0.38,1081923,#E24A4A,Alphabet Inc Class C,Ranked Full Features,2,2
816,12,WMT,0,2,0,0,0,-1,0.4318770912698454,141.03,2.53,1.83,12858541,#E24A4A,Walmart Inc,Ranked Full Features,2,2
817,115,BA,0,0,0,0,2,-1,0.4271669504884328,205.06,-2.5,-1.2,6040048,#3485FF,Boeing Co,Ranked Full Features,2,2
818,3,AMZN,1,1,2,0,0,0,0.3822433009106854,3444.24,-39.18,-1.12,3034488,#3485FF,"Amazon.com, Inc.",Ranked Full Features,2,2
819,10,JNJ,0,2,0,0,0,-1,0.3550268617144165,165.49,-0.41,-0.25,6572247,#3485FF,Johnson & Johnson,Ranked Full Features,2,2
820,4,LCID,1,1,0,0,0,1,0.30009146291718,37.66,1.14,3.12,91795824,#E24A4A,Lucid Group Inc,Ranked Full Features,2,2
821,9,HD,0,2,0,0,0,-1,0.2725117384190158,415.4,4.06,0.99,2625183,#E24A4A,Home Depot Inc,Ranked Full Features,2,2
822,11,IONQ,0,2,0,0,0,-1,0.26899929176501125,18.57,-0.04,-0.21,3626935,#3485FF,IONQ Inc,Ranked Full Features,2,2
823,118,SBUX,0,1,0,0,1,-1,0.2664083993093945,116.73,1.38,1.2,6110960,#E24A4A,Starbucks Corporation,Ranked Full Features,2,2
824,14,PG,0,2,0,0,0,-1,0.2620783448926913,155.46,2.14,1.4,7172321,#E24A4A,Procter & Gamble Co,Ranked Full Features,2,2
825,1,MSFT,0,2,0,0,0,-1,0.24112433175879264,342.54,9.44,2.83,38095694,#E24A4A,Microsoft Corporation,Ranked Full Features,2,2
826,19,NKE,0,2,0,0,0,-1,0.1920885164490546,169.06,0.96,0.57,4791125,#E24A4A,Nike Inc,Ranked Full Features,2,2
827,16,ADBE,0,2,0,0,0,-1,0.147329349988937,654.45,21.88,3.46,2872975,#E24A4A,Adobe Inc,Ranked Full Features,2,2
828,104,DIS,0,0,0,0,2,-1,0.11788248146898135,152.71,-0.23,-0.15,10247891,#3485FF,Walt Disney Co,Ranked Full Features,2,2
829,5,NVDA,0,2,0,0,0,-1,0.10966797670573884,301.98,-2.92,-0.96,48882509,#3485FF,NVIDIA Corporation,Ranked Full Features,2,2
830,13,BAC,0,2,0,0,0,-1,0.0955728807977274,44.52,0.03,0.07,37700187,#E24A4A,Bank of America Corp,Ranked Full Features,2,2
831,0,AAPL,0,2,0,0,0,-1,0.0851531374798316,179.45,4.89,2.8,115402731,#E24A4A,Apple Inc,Ranked Full Features,2,2
832,116,TSM,0,1,0,0,1,-1,0.07431084096834968,119.13,-0.37,-0.31,5973913,#3485FF,Taiwan Semiconductor Mfg. Co. Ltd.,Ranked Full Features,2,2
833,15,MA,0,2,0,0,0,-1,0.02509339363408557,349.92,5.4,1.57,3405910,#E24A4A,Mastercard Inc,Ranked Full Features,2,2
834,17,NFLX,0,2,0,0,0,-1,0.020472186437774997,611.66,0.66,0.11,2748774,#E24A4A,Netflix Inc,Ranked Full Features,2,2
835,18,PFE,0,2,0,0,0,-1,0.0065328911844069045,52.78,0.7,1.34,26079361,#E24A4A,Pfizer Inc.,Ranked Full Features,2,2
836,100,FB,0,0,0,0,3,-1,0.6617978968612843,329.75,-0.07,-0.02,14527969,#3485FF,Meta Platforms Inc,Ranked Full Features,2,3
837,117,MRNA,0,0,0,0,3,-1,0.5257052992240119,257.06,-15.15,-5.57,17506624,#3485FF,Moderna Inc,Ranked Full Features,2,3
838,118,SBUX,0,2,0,0,1,-1,0.5155176452964592,116.73,1.38,1.2,6110960,#E24A4A,Starbucks Corporation,Ranked Full Features,2,3
839,2,GOOG,1,2,1,0,0,1,0.4409971562318106,2973.5,11.38,0.38,1081923,#E24A4A,Alphabet Inc Class C,Ranked Full Features,2,3
840,19,NKE,0,3,0,0,0,-1,0.42760640330713096,169.06,0.96,0.57,4791125,#E24A4A,Nike Inc,Ranked Full Features,2,3
841,116,TSM,0,2,0,0,1,-1,0.392554901558794,119.13,-0.37,-0.31,5973913,#3485FF,Taiwan Semiconductor Mfg. Co. Ltd.,Ranked Full Features,2,3
842,8,V,2,1,1,0,0,2,0.38657737115224144,213.4,2.01,0.95,8882718,#E24A4A,Visa Inc,Ranked Full Features,2,3
843,4,LCID,1,2,0,0,0,1,0.38213473071156495,37.66,1.14,3.12,91795824,#E24A4A,Lucid Group Inc,Ranked Full Features,2,3
844,1,MSFT,0,3,0,0,0,-1,0.3626787469480405,342.54,9.44,2.83,38095694,#E24A4A,Microsoft Corporation,Ranked Full Features,2,3
845,6,XOM,1,2,0,0,0,1,0.3522445381306821,63.01,0.4,0.64,17942383,#E24A4A,Exxon Mobil Corp,Ranked Full Features,2,3
846,3,AMZN,1,2,2,0,0,0,0.3463197075104799,3444.24,-39.18,-1.12,3034488,#3485FF,"Amazon.com, Inc.",Ranked Full Features,2,3
847,115,BA,0,1,0,0,2,-1,0.3392923348733551,205.06,-2.5,-1.2,6040048,#3485FF,Boeing Co,Ranked Full Features,2,3
848,7,JPM,1,2,0,0,0,1,0.2888150272623963,159.82,-0.64,-0.4,10405374,#3485FF,JPMorgan Chase & Co.,Ranked Full Features,2,3
849,15,MA,1,2,1,0,0,2,0.23304516563505745,349.92,5.4,1.57,3405910,#E24A4A,Mastercard Inc,Ranked Full Features,2,3
850,18,PFE,0,3,0,0,0,-1,0.22413166820628955,52.78,0.7,1.34,26079361,#E24A4A,Pfizer Inc.,Ranked Full Features,2,3
851,14,PG,0,3,0,0,0,-1,0.1726175510865386,155.46,2.14,1.4,7172321,#E24A4A,Procter & Gamble Co,Ranked Full Features,2,3
852,9,HD,0,3,0,0,0,-1,0.16296949180411527,415.4,4.06,0.99,2625183,#E24A4A,Home Depot Inc,Ranked Full Features,2,3
853,17,NFLX,0,3,0,0,0,-1,0.12355238888094225,611.66,0.66,0.11,2748774,#E24A4A,Netflix Inc,Ranked Full Features,2,3
854,11,IONQ,1,2,1,0,0,2,0.09155101685463277,18.57,-0.04,-0.21,3626935,#3485FF,IONQ Inc,Ranked Full Features,2,3
855,12,WMT,0,3,0,0,0,-1,0.05997459006392824,141.03,2.53,1.83,12858541,#E24A4A,Walmart Inc,Ranked Full Features,2,3
856,10,JNJ,0,3,0,0,0,-1,0.0357585088803031,165.49,-0.41,-0.25,6572247,#3485FF,Johnson & Johnson,Ranked Full Features,2,3
857,13,BAC,0,3,0,0,0,-1,0.020757194563797945,44.52,0.03,0.07,37700187,#E24A4A,Bank of America Corp,Ranked Full Features,2,3
858,16,ADBE,0,3,0,0,0,-1,0.019787350285758933,654.45,21.88,3.46,2872975,#E24A4A,Adobe Inc,Ranked Full Features,2,3
859,104,DIS,0,1,0,0,2,-1,0.015067688181743004,152.71,-0.23,-0.15,10247891,#3485FF,Walt Disney Co,Ranked Full Features,2,3
860,5,NVDA,0,3,0,0,0,-1,0.014415929006992581,301.98,-2.92,-0.96,48882509,#3485FF,NVIDIA Corporation,Ranked Full Features,2,3
861,0,AAPL,0,3,0,0,0,-1,0.0070634621426307765,179.45,4.89,2.8,115402731,#E24A4A,Apple Inc,Ranked Full Features,2,3
862,103,RBLX,0,0,0,0,4,-1,0.8106919111845243,115.89,-0.41,-0.35,11778202,#3485FF,Roblox Corp,Ranked Full Features,2,4
863,113,AMD,0,0,0,0,4,-1,0.4879507933684996,138.55,0.45,0.33,42224275,#E24A4A,"Advanced Micro Devices, Inc.",Ranked Full Features,2,4
864,14,PG,1,3,3,0,0,3,0.4637105904500426,155.46,2.14,1.4,7172321,#E24A4A,Procter & Gamble Co,Ranked Full Features,2,4
865,19,NKE,0,4,0,0,0,-1,0.4437706375119068,169.06,0.96,0.57,4791125,#E24A4A,Nike Inc,Ranked Full Features,2,4
866,1,MSFT,1,3,2,0,0,3,0.4261217241104221,342.54,9.44,2.83,38095694,#E24A4A,Microsoft Corporation,Ranked Full Features,2,4
867,2,GOOG,1,3,1,0,0,1,0.3378458544811686,2973.5,11.38,0.38,1081923,#E24A4A,Alphabet Inc Class C,Ranked Full Features,2,4
868,6,XOM,1,3,0,0,0,1,0.3247799827344581,63.01,0.4,0.64,17942383,#E24A4A,Exxon Mobil Corp,Ranked Full Features,2,4
869,100,FB,0,1,0,0,3,-1,0.3165276597526524,329.75,-0.07,-0.02,14527969,#3485FF,Meta Platforms Inc,Ranked Full Features,2,4
870,15,MA,1,3,1,0,0,2,0.3108114643131397,349.92,5.4,1.57,3405910,#E24A4A,Mastercard Inc,Ranked Full Features,2,4
871,0,AAPL,0,4,0,0,0,-1,0.3082471306825391,179.45,4.89,2.8,115402731,#E24A4A,Apple Inc,Ranked Full Features,2,4
872,8,V,2,2,1,0,0,2,0.290246430974109,213.4,2.01,0.95,8882718,#E24A4A,Visa Inc,Ranked Full Features,2,4
873,117,MRNA,0,1,0,0,3,-1,0.2585486815582109,257.06,-15.15,-5.57,17506624,#3485FF,Moderna Inc,Ranked Full Features,2,4
874,7,JPM,1,3,0,0,0,1,0.257788207688453,159.82,-0.64,-0.4,10405374,#3485FF,JPMorgan Chase & Co.,Ranked Full Features,2,4
875,5,NVDA,1,3,1,0,0,3,0.2324209745880953,301.98,-2.92,-0.96,48882509,#3485FF,NVIDIA Corporation,Ranked Full Features,2,4
876,11,IONQ,1,3,1,0,0,2,0.18265604741977698,18.57,-0.04,-0.21,3626935,#3485FF,IONQ Inc,Ranked Full Features,2,4
877,16,ADBE,0,4,0,0,0,-1,0.1580740605043684,654.45,21.88,3.46,2872975,#E24A4A,Adobe Inc,Ranked Full Features,2,4
878,3,AMZN,1,3,2,0,0,0,0.13616371918917658,3444.24,-39.18,-1.12,3034488,#3485FF,"Amazon.com, Inc.",Ranked Full Features,2,4
879,116,TSM,0,3,0,0,1,-1,0.12174373608632245,119.13,-0.37,-0.31,5973913,#3485FF,Taiwan Semiconductor Mfg. Co. Ltd.,Ranked Full Features,2,4
880,115,BA,0,2,0,0,2,-1,0.11753479458254312,205.06,-2.5,-1.2,6040048,#3485FF,Boeing Co,Ranked Full Features,2,4
881,9,HD,0,4,0,0,0,-1,0.09784051770232943,415.4,4.06,0.99,2625183,#E24A4A,Home Depot Inc,Ranked Full Features,2,4
